timestamp,disk_queue_length_HOST-D9739223FC540A23,disk_read_latency_HOST-D9739223FC540A23,disk_read_throughput_HOST-D9739223FC540A23,disk_write_latency_HOST-D9739223FC540A23,disk_write_throughput_HOST-D9739223FC540A23,transaction_volume_SERVICE-C16E984A4D0792A9
2026-08-03 04:52:00,0.009069295393096076,0.7962962962962963,13122.989583333334,1.029552715654952,79164.51388888889,688.0
2026-08-03 04:53:00,0.006283685978915956,0.6,5096.335069444444,1.3274780426599748,265918.8333333333,660.0
2026-08-03 04:54:00,0.0072235531277126735,0.5675340768277571,33027.815972222226,0.8351539225422046,143767.95833333334,771.0
2026-08-03 04:55:00,0.026713932553927105,0.5551130706869578,172987.33333333334,1.1866840731070496,438435.61111111107,1049.0
2026-08-03 04:56:00,1.104614045884874,1.1204410517387617,301410.7777777778,3.793308750096028,1581071.5555555557,590.0
2026-08-03 04:57:00,0.04548090696334839,0.6374745417515275,69863.60416666667,2.9642567018683996,134916.52777777778,404.0
2026-08-03 04:58:00,0.0046784621145990165,0.7727272727272727,3668.5598958333335,0.8641711229946524,88521.36805555556,526.0
2026-08-03 04:59:00,0.006926813059382969,0.9063670411985019,6744.085069444444,1.0601900739176346,65521.78472222222,557.0
2026-08-03 05:00:00,0.0395131872759925,0.5036691127418279,35218.65625,2.0401401720293086,311913.94444444444,459.0
2026-08-03 05:01:00,0.0874853531519572,0.0,0.0,4.2648790058862005,0.0,26.0
2026-08-03 05:02:00,0.0,0.0,0.0,0.0,0.0,
